price,crime_rate,resid_area,air_qual,room_num,age,dist1,dist2,dist3,dist4,teachers,poor_prop,airport,n_hos_beds,n_hot_rooms,waterbody,rainfall,bus_ter,parks
47.8,3.56693,34.06,0.6038,6.539,84.1,5.88,5.71,5.83,5.49,18.5,31.56,NO,7.9847,10.6065,None,35,YES,0.034718
45.4,1.47581,52.54,0.8138,6.494,91.1,2.18,2.14,1.7000000000000002,2.18,24.8,11.81,YES,9.0508,11.5139,River,54,YES,0.049855
39.9,1.78639,49.71,0.7823,6.879,6.2,7.9,7.69,7.94,8.02,23.7,9.59,YES,7.1484,12.6624,Lake and River,22,YES,0.044897
39.4,0.81363,58.7,0.6868,,69.0,9.39,9.55,9.46,9.43,24.0,15.57,YES,8.7493,12.8221,Lake,24,YES,0.089281
48.5,1.40163,32.07,0.878,7.317,9.9,9.53,9.36,9.52,9.79,24.6,9.94,YES,9.5652,13.0029,None,45,YES,0.053363
35.7,0.77348,31.71,0.5002,6.115,57.1,4.32,4.430000000000001,4.19,4.3100000000000005,18.6,24.19,YES,7.8606,10.8313,Lake and River,30,YES,0.073957
53.9,0.22804,38.47,0.4546,8.204,32.3,2.22,2.1500000000000004,1.8100000000000003,2.18,20.7,29.26,NO,5.9039,11.8987,River,26,YES,0.071084
42.7,2.77485,37.85,0.827,6.738,34.1,5.67,5.65,5.74,5.79,18.5,24.21,YES,6.344,13.086,Lake and River,29,YES,0.042725
37.0,3.30978,37.41,0.6196,5.7,38.5,2.01,2.0399999999999996,2.3,2.03,19.5,29.2,NO,5.9932,14.8491,River,53,YES,0.04434
40.6,2.89873,57.19,0.8235,5.55,64.0,9.41,9.26,9.290000000000001,9.33,19.6,15.1,YES,6.2343,13.6382,Lake,22,YES,0.046877
45.0,1.86803,37.49,0.8465,6.638,36.7,2.65,2.69,2.7399999999999998,2.75,21.3,7.16,NO,6.5321,14.613,Lake and River,27,YES,0.054668
39.3,1.43307,38.16,0.4312,6.144,74.6,3.27,3.58,2.96,3.14,19.9,26.35,YES,7.7757,13.8111,Lake,50,YES,0.04406
48.6,5.97064,52.78,0.8417,6.8,43.4,4.66,4.5,4.75,4.54,18.7,13.9,YES,7.94,12.9586,None,30,YES,0.031179
38.8,2.19617,43.49,0.6242,6.631,11.5,4.45,4.680000000000001,4.37,4.34,19.2,24.15,NO,7.1325,10.9601,River,26,YES,0.082764
43.7,1.95706,53.3,0.6552,6.249,79.5,8.15,8.450000000000001,8.0,8.42,19.0,10.93,NO,8.0771,13.3334,River,21,YES,0.087937
40.9,0.07793,31.96,0.7133,,32.1,5.11,4.95,4.96,4.470000000000001,24.8,4.68,NO,5.4079,13.1169,Lake,25,YES,0.050494
35.0,1.25222,44.63,0.8632,5.24,46.1,2.54,2.25,2.46,2.62,23.3,34.76,YES,5.4389,13.0123,Lake,51,YES,0.05031
41.2,1.43505,31.01,0.4096,5.987,70.1,3.4,3.46,3.48,3.4099999999999997,24.8,7.15,YES,5.8591,12.4489,None,39,YES,0.030426
39.5,1.5266,31.88,0.6384,6.899,36.6,5.58,5.47,5.32,5.24,21.1,34.62,NO,7.5904,12.6433,Lake and River,53,YES,0.070815
45.9,2.60373,57.19,0.7439,6.45,10.4,2.33,2.7,2.25,2.39,19.9,34.25,YES,6.07,11.6722,River,35,YES,0.079526
36.4,2.28815,34.18,0.7614,5.428,40.5,6.5,6.51,6.49,6.6,23.6,28.2,NO,6.4164,12.5966,River,44,YES,0.038796
40.0,2.80875,45.97,0.7463,6.421,94.7,6.09,5.93,5.87,6.21,20.3,23.76,YES,7.0016,10.9878,None,31,YES,0.03958
47.0,4.34302,42.33,0.4672,6.57,66.0,7.43,7.199999999999999,7.79,6.8999999999999995,20.1,21.07,YES,9.0593,14.0259,None,26,YES,0.077405
35.6,5.02971,40.42,0.5497,5.681,68.8,9.44,9.66,9.27,9.709999999999999,19.6,30.58,YES,5.0693,10.9289,Lake,58,YES,0.066977
36.4,3.79885,57.0,0.5794,6.408,65.1,9.21,9.100000000000001,9.08,9.06,18.9,11.55,YES,8.2469,10.4248,Lake,36,YES,0.032692
35.5,9.3384,30.65,0.8022,6.341,23.9,9.51,9.52,9.31,9.65,19.8,17.43,NO,8.3444,12.1812,Lake and River,30,YES,0.067353
39.9,0.0552,49.91,0.5394,5.5,44.7,3.2,3.39,3.56,3.35,20.5,22.44,NO,8.9933,13.2915,None,25,YES,0.048535
37.6,0.65364,58.9,0.5054,6.55,76.3,2.18,2.08,2.29,2.0,22.7,15.57,YES,9.6638,12.1886,Lake and River,42,YES,0.052124
50.5,0.02277,46.81,0.8787,6.693,14.6,3.72,3.7100000000000004,3.5300000000000002,3.85,18.4,16.11,NO,5.1007,11.3838,None,46,YES,0.076184
37.0,3.1279,58.1,0.4044,7.058,31.4,9.06,9.06,9.280000000000001,8.98,19.5,12.9,YES,5.7689,12.7909,River,25,YES,0.078656
52.0,6.84925,31.57,0.8989,7.038,31.3,9.75,9.89,9.79,9.34,23.7,20.62,YES,9.4309,11.735,None,57,YES,0.054021
37.5,0.83709,42.56,0.7384,5.336,46.0,8.73,8.85,8.780000000000001,8.96,19.0,30.07,YES,7.2926,14.6643,None,21,YES,0.086829
37.8,7.85331,37.8,0.8142,5.644,98.1,1.99,1.95,1.92,1.83,20.4,8.65,NO,7.823,14.6132,River,41,YES,0.054388
41.1,0.18648,51.92,0.5473,6.661,11.4,9.53,9.54,9.379999999999999,9.36,24.1,32.84,NO,8.3151,12.5119,None,39,YES,0.07631
44.9,8.17419,59.44,0.4072,6.66,54.3,4.81,4.739999999999999,4.88,4.7299999999999995,19.1,24.74,NO,8.3953,11.6394,Lake and River,44,YES,0.059033
43.2,1.29985,37.7,0.7689,6.661,22.0,1.08,0.78,0.9700000000000001,1.1300000000000001,18.6,29.17,NO,9.6587,13.6857,Lake,34,YES,0.083852
59.4,0.32082,49.63,0.8171,8.997,97.2,4.98,5.03,5.340000000000001,4.970000000000001,21.4,20.35,NO,9.9847,10.1836,Lake,48,YES,0.084466
44.0,1.99585,35.94,0.7702,6.7,15.8,1.41,1.79,1.16,1.52,20.1,27.72,NO,8.6008,12.3738,Lake and River,27,YES,0.035245
46.1,0.89028,46.96,0.4714,7.095,43.3,5.89,5.71,6.199999999999999,5.619999999999999,21.9,2.53,NO,6.4361,11.6816,River,56,YES,0.08619
43.4,1.00588,43.92,0.7767,6.968,75.1,4.05,3.9,4.03,3.9,23.6,29.01,NO,9.3988,14.6027,None,52,YES,0.079532
43.6,1.10143,59.16,0.7845,6.756,71.9,5.26,5.09,5.319999999999999,5.24,19.0,3.32,YES,5.2461,10.06,Lake and River,41,YES,0.077479
41.6,4.87405,48.26,0.7293,6.079,45.2,6.52,6.659999999999999,6.6899999999999995,6.8999999999999995,22.1,31.37,YES,6.1554,12.7641,Lake,24,YES,0.042055
37.3,2.32412,40.49,0.7831,,37.9,8.82,8.91,8.69,8.8,21.5,34.73,YES,9.4869,13.7033,Lake,58,YES,0.078307
33.4,1.11888,33.42,0.823,5.759,42.8,6.96,6.93,7.13,7.18,19.0,11.7,YES,6.281,12.4251,Lake and River,37,YES,0.081008
43.6,2.82739,34.54,0.7068,6.134,30.1,4.91,4.73,4.37,4.92,22.4,8.94,NO,6.1033,10.427,Lake,57,YES,0.047349
40.5,3.77794,36.76,0.4443,5.96,24.5,8.37,8.389999999999999,8.229999999999999,8.27,19.9,27.26,YES,5.6906,14.8623,Lake and River,56,YES,0.087136
41.0,0.95494,37.53,0.6438,6.357,50.9,9.15,8.84,8.97,9.1,21.4,10.35,NO,9.2956,12.5901,Lake,49,YES,0.032992
49.7,1.601,55.52,0.4388,7.92,30.5,2.08,2.11,1.83,2.0500000000000003,18.6,30.56,YES,7.5003,13.0709,Lake and River,50,YES,0.038995
36.4,0.38994,46.84,0.6038,4.993,32.3,5.79,5.96,5.75,5.91,21.2,5.39,YES,8.3745,11.183,None,29,YES,0.062255
41.7,0.59956,45.7,0.6036,6.78,67.4,3.56,3.31,3.64,3.83,20.1,6.16,YES,6.1953,12.4175,None,34,YES,0.064548
32.7,3.4288,33.44,0.433,5.171,97.0,1.42,1.1099999999999999,1.56,1.49,23.8,34.31,NO,8.7902,12.1457,None,37,YES,0.068709
40.6,0.60062,55.8,0.5744,5.97,62.3,7.02,7.34,7.069999999999999,7.26,18.4,24.24,YES,8.8,10.3745,None,42,YES,0.031018
41.4,2.23435,51.68,0.4555,7.062,12.3,8.76,8.64,8.629999999999999,8.57,20.9,29.95,YES,6.563,10.5308,Lake,52,YES,0.087622
43.4,3.70377,32.03,0.8041,6.345,12.2,2.47,2.7,2.54,2.39,21.2,12.7,NO,7.0534,14.1874,River,35,YES,0.032675
30.9,0.33909,51.24,0.8738,5.546,95.4,8.31,8.280000000000001,8.33,8.17,23.1,24.32,NO,6.0485,11.1991,Lake and River,57,YES,0.038584
43.1,2.51322,46.31,0.4362,5.799,33.2,8.68,8.65,8.87,8.74,22.0,21.61,YES,9.8828,10.9748,River,54,YES,0.030841
45.8,0.88941,32.45,0.8776,6.776,13.7,9.23,9.32,9.39,9.16,22.7,21.9,YES,8.228,12.5246,Lake,53,YES,0.064012
40.0,9.88459,43.75,0.6613,5.789,61.9,3.39,3.21,3.4,3.54,23.4,24.52,YES,9.6727,13.8437,Lake,47,YES,0.085936
46.2,1.98231,44.54,0.5498,6.452,64.2,9.14,9.17,8.96,8.950000000000001,24.0,20.99,NO,6.5169,10.3097,River,21,YES,0.069957
48.3,4.91958,34.97,0.4384,6.332,66.6,3.89,3.81,3.7600000000000002,3.9,20.2,16.16,YES,8.9095,12.884,River,49,YES,0.079359
43.3,2.39703,58.37,0.6503,5.844,30.4,5.97,5.71,5.859999999999999,6.109999999999999,21.8,11.11,YES,8.8293,10.5961,Lake,32,YES,0.030797
41.6,0.13315,55.5,0.7973,7.801,6.4,1.45,1.52,1.39,1.04,23.9,27.36,YES,8.4583,10.1823,Lake,35,YES,0.062521
38.6,3.00842,50.07,0.7535,6.744,96.7,1.39,1.3399999999999999,1.44,1.8099999999999998,24.9,9.47,YES,9.8282,10.2637,Lake and River,24,YES,0.057574
31.9,9.0726,43.87,0.4251,4.882,28.8,7.48,7.45,7.62,7.420000000000001,24.2,24.85,NO,6.9678,14.1708,None,47,YES,0.059938
42.3,2.76099,42.35,0.4365,6.431,69.2,5.0,4.76,4.99,4.59,20.6,9.7,YES,5.6536,10.5899,None,58,YES,0.034333
347.79999999999995,5.13091,49.53,0.6014,5.837,72.1,3.31,3.63,3.31,3.34,19.4,22.64,YES,8.3585,10.2258,Lake and River,39,YES,0.071066
41.6,6.46784,46.36,0.5476,6.897,63.0,2.71,2.89,2.7399999999999998,2.7199999999999998,21.4,26.65,YES,8.6465,12.1895,River,43,YES,0.060193
39.5,0.77662,31.87,0.5162,5.745,34.7,7.03,7.220000000000001,6.930000000000001,7.010000000000001,23.2,9.22,YES,7.8753,14.22,Lake,46,YES,0.075909
38.1,0.71494,45.38,0.5405,6.22,30.8,1.0,0.94,0.81,1.2,21.4,3.98,YES,6.0341,11.312,River,49,YES,0.059117
40.8,2.83238,54.19,0.8017,6.653,61.8,8.25,7.9,7.9,8.4,21.4,6.32,NO,7.5223,12.1086,None,46,YES,0.038963
38.9,1.58813,43.78,0.8646,6.906,87.3,1.71,2.1,1.5699999999999998,1.77,23.9,22.0,NO,6.5609,10.1996,None,45,YES,0.068895
33.6,5.49514,31.56,0.6026,5.46,94.9,2.72,2.7100000000000004,2.81,2.81,20.5,30.03,NO,7.1373,12.2454,River,26,YES,0.040343
34.9,6.90845,53.59,0.8531,6.066,15.1,4.48,4.33,4.340000000000001,4.460000000000001,24.0,3.48,NO,8.2261,12.8881,None,57,YES,0.082344
35.9,1.30818,36.04,0.5607,5.968,19.7,5.36,5.44,5.3100000000000005,5.720000000000001,20.8,26.23,NO,8.7261,12.8545,Lake,24,YES,0.066787
43.4,0.81098,37.76,0.6382,5.843,94.7,4.19,4.420000000000001,4.28,3.8900000000000006,20.3,13.26,YES,6.1611,11.6621,Lake and River,42,YES,0.039432
43.9,4.54956,34.94,0.513,7.536,75.0,3.89,3.89,3.99,3.92,21.2,17.79,NO,7.0266,11.5777,River,47,YES,0.08774
53.4,0.96395,39.91,0.7202,6.583,88.9,9.68,9.94,9.459999999999999,9.69,23.3,32.65,NO,6.3458,10.5331,Lake,53,YES,0.061102
39.1,5.18829,52.7,0.8895,5.417,24.3,6.77,6.989999999999999,6.97,6.93,18.9,12.96,NO,5.9932,11.834,Lake,34,YES,0.034374
45.5,1.65358,45.58,0.7017,6.943,60.8,1.21,0.99,1.44,1.04,19.4,17.36,YES,8.9169,10.4975,None,51,YES,0.06761
45.5,3.3038,36.15,0.5789,7.786,71.6,4.87,4.74,4.64,4.5200000000000005,24.7,2.45,YES,9.5463,13.833,Lake,45,YES,0.045192
47.9,0.30124,56.33,0.7239,7.023,69.6,8.88,9.07,8.72,8.91,19.2,4.69,NO,6.8512,14.8314,River,50,YES,0.078222
33.9,2.93338,56.39,0.4615,5.236,43.8,3.71,3.17,3.95,3.77,22.0,10.53,NO,8.7564,14.8504,Lake,38,YES,0.079069
40.3,1.80317,56.12,0.8443,5.961,6.5,1.85,1.82,1.82,2.15,22.1,2.92,NO,9.485,14.3254,Lake and River,28,YES,0.088737
56.2,2.65008,37.16,0.6515,7.187,60.4,7.83,7.54,7.39,7.58,21.4,22.84,YES,9.2306,13.004,Lake,48,YES,0.060112
38.6,0.55182,43.54,0.6247,5.805,29.0,6.45,6.3500000000000005,6.17,6.680000000000001,22.5,16.07,YES,5.9141,13.5043,Lake,58,YES,0.057297
47.7,4.00536,59.55,0.6929,6.611,47.8,6.13,6.07,6.08,6.6,19.6,20.09,YES,9.7815,11.426,Lake and River,23,YES,0.075209
41.4,5.95888,53.16,0.7124,6.842,96.0,1.48,1.41,1.25,1.4,21.9,7.76,NO,6.8834,13.1539,Lake,22,YES,0.037948
38.1,0.73287,30.82,0.4359,5.651,42.9,2.26,2.15,2.1799999999999997,1.9999999999999998,20.6,11.77,YES,6.6962,12.2782,Lake,48,YES,0.062815
48.4,0.30183,31.96,0.7413,6.258,84.8,6.6,6.38,6.609999999999999,6.52,22.6,23.91,YES,5.3122,12.4101,None,30,YES,0.062775
27.6,0.07177,43.92,0.521,4.031,22.9,2.87,3.33,3.16,2.87,19.0,33.85,NO,7.4309,13.7889,River,52,YES,0.035368
45.2,3.08143,57.28,0.757,5.583,68.9,5.54,5.91,5.48,5.65,22.0,3.66,YES,5.5451,11.4096,None,57,YES,0.055079
43.4,2.80255,46.16,0.8113,6.123,97.8,5.9,5.67,6.11,5.78,19.3,31.38,NO,6.2427,11.5902,River,30,YES,0.081197
34.9,2.37359,44.93,0.802,5.427,14.7,3.55,3.8699999999999997,3.84,3.86,20.0,21.04,YES,6.5847,14.6232,Lake and River,46,YES,0.081369
49.7,0.79169,33.16,0.6763,7.443,5.8,9.54,9.459999999999999,9.829999999999998,9.319999999999999,19.5,20.61,NO,9.0441,10.2811,Lake and River,52,YES,0.035954
40.4,1.48735,49.7,0.6601,5.299,46.2,8.58,8.61,8.64,8.23,19.3,18.51,NO,9.3774,12.4282,Lake and River,40,YES,0.035443
42.4,2.70773,54.66,0.4714,5.992,13.8,7.5,7.49,7.11,7.72,23.8,4.29,NO,6.5123,14.564,River,58,YES,0.045762
35.7,2.06011,41.41,0.7877,6.392,76.1,1.7,1.5699999999999998,1.79,1.25,20.0,4.97,NO,9.2935,13.0518,River,50,YES,0.082486
43.6,13.2154,53.27,0.5357,7.309,91.9,1.96,2.16,2.17,1.92,24.5,21.83,YES,9.2862,12.732,River,57,YES,0.037734
35.5,0.44007,58.93,0.6483,5.295,46.2,5.44,5.470000000000001,5.420000000000001,6.0600000000000005,24.8,13.25,YES,8.8233,11.2487,Lake and River,21,YES,0.0732
45.3,3.56375,36.11,0.5421,7.114,29.6,2.45,2.35,2.8000000000000003,2.45,22.0,32.27,YES,5.7335,11.7164,River,46,YES,0.03607
44.0,1.55415,45.7,0.4669,6.307,46.3,9.8,9.540000000000001,9.97,9.58,19.0,15.42,NO,8.4516,14.2602,Lake,55,YES,0.067388
38.8,1.6769,38.61,0.7148,5.613,73.7,2.43,2.25,2.54,2.4200000000000004,20.6,6.73,NO,9.7251,12.7961,None,30,YES,0.051364
37.8,3.79327,53.79,0.4272,6.623,5.9,5.39,5.06,5.609999999999999,5.38,23.6,25.59,YES,8.4127,12.5737,Lake and River,37,YES,0.077335
43.7,3.53722,47.33,0.7743,6.439,61.0,4.28,4.28,4.3500000000000005,4.3100000000000005,20.6,11.68,NO,6.6581,10.4979,None,20,YES,0.044021
41.8,14.21816,49.04,0.5588,5.88,63.3,6.75,6.51,6.25,6.88,18.6,19.34,YES,7.5029,10.0801,Lake,54,YES,0.068352
44.0,0.41225,53.94,0.4001,6.349,65.6,2.16,2.1100000000000003,2.06,1.9500000000000002,21.9,25.03,NO,8.2286,14.8184,River,54,YES,0.044141
44.5,0.32981,41.88,0.6556,6.03,28.0,4.87,5.140000000000001,5.11,5.21,23.9,31.71,NO,7.5529,11.8849,None,50,YES,0.07282
45.2,3.86575,57.45,0.4234,6.379,72.8,3.47,3.71,3.31,3.52,23.6,28.14,YES,5.5998,13.0161,Lake,47,YES,0.082421
45.7,2.591,45.99,0.5381,6.763,13.7,8.99,8.98,8.950000000000001,9.14,19.2,24.32,YES,6.5603,10.3986,Lake,58,YES,0.037608
46.8,0.96128,34.74,0.7535,7.41,23.9,1.37,1.35,1.1600000000000001,1.2400000000000002,22.7,24.43,YES,9.012,13.4156,None,20,YES,0.081996
30.5,0.24825,50.88,0.4313,5.434,88.4,9.22,9.600000000000001,9.58,9.48,19.5,33.22,NO,9.3071,14.6628,Lake and River,44,YES,0.065615
50.7,0.26865,53.8,0.8197,7.793,75.2,8.5,8.6,8.84,8.45,19.5,11.76,YES,5.6865,12.8783,None,57,YES,0.037627
35.5,6.73836,39.5,0.4019,4.934,6.3,3.68,3.6100000000000003,3.5,3.74,24.1,2.04,YES,9.7619,10.6306,Lake and River,39,YES,0.055653
42.1,0.63909,55.72,0.5234,6.194,28.6,8.1,7.81,8.129999999999999,7.909999999999999,19.7,10.97,YES,6.6441,12.9086,River,22,YES,0.039652
38.5,1.1719,57.18,0.7705,6.712,25.4,1.28,1.36,1.1400000000000001,1.08,19.8,9.19,YES,8.3116,13.8317,Lake and River,21,YES,0.072021
38.2,0.7711,38.31,0.5581,6.497,30.7,9.7,9.87,9.819999999999999,9.84,18.0,23.84,YES,8.7591,12.0321,River,37,YES,0.075532
43.5,1.3155,59.51,0.4509,5.864,28.5,5.74,5.61,5.84,5.65,24.1,22.91,NO,9.0597,14.3992,None,29,YES,0.036348
40.6,0.21585,34.22,0.5801,6.154,10.9,3.73,3.79,3.89,3.56,23.5,21.58,YES,9.7287,13.2434,River,24,YES,0.060368
42.5,2.19604,36.06,0.5352,5.955,48.6,4.26,4.1899999999999995,4.33,4.13,22.4,2.54,NO,6.5646,14.4962,Lake,28,YES,0.078878
39.5,0.21002,35.53,0.8214,5.887,74.6,1.6,1.56,2.19,1.7400000000000002,23.3,26.05,NO,9.2925,13.1175,River,21,YES,0.08617
44.6,4.83367,56.82,0.5567,6.895,62.6,9.9,9.4,9.69,9.77,19.1,12.68,YES,5.6584,10.6564,Lake and River,53,YES,0.060811
46.5,0.79859,49.63,0.7945,6.55,68.9,1.35,1.31,1.01,1.33,21.2,23.95,YES,8.5252,11.5485,Lake and River,57,YES,0.087017
37.0,2.32966,34.56,0.8459,5.815,12.7,6.89,7.08,6.81,6.89,20.5,20.37,NO,8.7099,11.009,Lake and River,50,YES,0.062141
45.0,6.36277,43.21,0.6169,6.93,95.4,4.98,4.8500000000000005,4.670000000000001,4.6000000000000005,18.7,13.31,NO,8.3886,14.5441,River,29,YES,0.053651
40.7,3.157,48.46,0.855,6.515,84.7,9.54,9.549999999999999,9.239999999999998,9.25,21.4,6.44,YES,6.2616,13.802,Lake and River,31,YES,0.080892
42.6,2.28401,32.5,0.5887,,81.5,3.21,3.06,3.01,3.28,24.4,5.12,YES,9.3652,13.382,Lake and River,55,YES,0.059579
42.5,1.17617,56.47,0.882,6.741,83.2,5.79,5.86,5.61,5.64,18.3,29.44,YES,5.8443,11.5048,Lake,40,YES,0.058314
39.5,1.2149,54.11,0.4446,5.72,93.6,5.34,5.3,5.1499999999999995,5.55,20.0,32.31,NO,5.2682,10.9202,River,25,YES,0.059419
37.6,3.32133,45.16,0.7435,5.908,56.7,7.33,7.14,7.43,7.5200000000000005,19.5,23.44,YES,8.5873,13.7823,Lake,22,YES,0.080807
394.6,15.41849,59.01,0.6469,6.823,24.0,1.61,1.8800000000000001,1.51,1.75,19.7,5.41,YES,7.3774,12.3708,Lake and River,29,YES,0.079916
40.1,3.2527,42.53,0.5938,6.727,63.6,2.74,2.93,2.7,3.1,24.4,15.27,NO,9.2455,11.1289,Lake and River,24,YES,0.054211
40.7,2.44787,59.52,0.7164,6.285,75.6,2.93,2.81,3.1100000000000003,2.91,21.3,26.05,NO,6.917,13.0831,Lake and River,45,YES,0.049998
40.2,3.93524,50.04,0.7519,6.382,75.1,7.64,7.739999999999999,7.489999999999999,7.77,21.3,27.73,YES,5.8414,10.2017,River,40,YES,0.059516
51.8,1.87762,49.04,0.4022,7.194,54.5,2.7,2.81,2.6500000000000004,2.58,23.3,5.9,YES,9.1822,11.6309,None,45,YES,0.064366
40.2,0.18608,34.98,0.4835,5.886,11.5,6.16,6.29,6.23,6.65,19.1,2.0,NO,7.7445,12.3428,Lake and River,57,YES,0.0443
47.5,2.47864,56.46,0.7565,6.683,40.3,2.94,2.6,2.55,3.34,21.4,25.5,YES,5.946,10.7398,Lake and River,45,YES,0.077637
34.8,9.48361,42.82,0.7332,6.158,92.5,8.75,8.95,8.27,8.75,21.0,13.77,YES,8.6019,14.9233,Lake and River,27,YES,0.059189
41.8,0.57822,34.87,0.883,6.148,60.5,9.48,9.370000000000001,9.55,9.56,22.2,10.4,NO,7.5556,11.0455,Lake and River,24,YES,0.050043
48.9,3.5136,30.38,0.7805,7.069,56.1,5.67,5.6,5.77,5.9399999999999995,25.0,2.43,YES,8.0216,10.6518,River,34,YES,0.036409
44.7,0.67293,46.79,0.8754,6.878,30.5,4.17,4.7,4.58,4.14,23.4,19.83,NO,7.3045,11.0177,None,35,YES,0.044331
48.6,2.3025,45.82,0.7513,6.869,40.0,3.11,3.17,3.1399999999999997,2.98,20.8,30.09,NO,9.1435,13.8453,None,20,YES,0.086957
44.0,0.30502,51.58,0.549,7.214,90.1,1.45,1.3699999999999999,1.6099999999999999,1.6199999999999999,23.8,33.6,YES,9.1478,12.1275,None,35,YES,0.048306
47.2,1.79553,56.71,0.4527,6.315,68.3,3.42,2.98,3.38,3.44,19.2,20.67,YES,8.5469,12.8271,Lake and River,56,YES,0.040132
418.6,4.23377,32.38,0.7909,6.777,79.8,6.89,7.17,6.949999999999999,6.93,18.2,18.98,NO,5.527,10.105,Lake and River,22,YES,0.05764
39.0,1.28116,51.94,0.7221,6.083,48.2,5.8,5.529999999999999,6.13,5.63,19.4,4.81,NO,9.1943,10.1722,None,50,YES,0.048425
40.9,3.28008,35.62,0.4241,6.527,64.9,9.5,9.3,9.08,9.16,20.4,20.11,NO,8.3551,12.2291,None,32,YES,0.03211
46.9,4.76083,55.75,0.58,6.209,28.6,4.57,4.5,4.65,4.62,21.6,14.54,NO,8.4851,14.0833,Lake and River,35,YES,0.049389
48.2,7.8592,54.57,0.8784,6.368,72.0,7.24,7.5200000000000005,7.67,7.42,22.3,22.04,YES,6.8149,14.4262,Lake and River,40,YES,0.062647
41.5,0.80224,46.22,0.6502,6.717,45.6,5.4,5.550000000000001,5.46,5.3500000000000005,24.4,14.83,NO,9.3964,10.4335,Lake,21,YES,0.063103
37.0,1.52906,51.31,0.6164,5.727,47.0,5.61,5.58,5.94,5.9,21.6,9.93,YES,8.6269,12.6918,Lake,46,YES,0.051394
47.7,0.4961,39.43,0.6288,7.765,66.7,3.41,3.47,3.2800000000000002,3.27,21.5,5.13,YES,5.563,14.5661,Lake,57,YES,0.056838
32.6,14.67196,44.14,0.5044,5.596,93.9,5.09,4.97,5.08,4.88,18.4,12.39,YES,7.0389,11.9399,None,45,YES,0.087931
33.6,7.85193,54.65,0.5844,5.45,11.1,5.24,5.2700000000000005,5.25,5.23,18.2,5.19,YES,9.4319,14.1478,River,57,YES,0.052641
41.5,2.32931,43.78,0.5849,7.111,83.4,7.36,7.37,6.92,7.340000000000001,21.9,7.84,NO,5.236,10.6685,Lake and River,44,YES,0.045494
347.20000000000005,5.53611,40.73,0.4262,6.854,32.8,9.47,9.66,9.24,9.620000000000001,21.1,34.58,YES,9.8071,14.677,Lake,30,YES,0.044608
43.5,2.2079,44.83,0.7838,6.737,47.2,3.96,4.15,3.7399999999999998,3.81,23.9,16.66,YES,8.3958,13.7571,River,27,YES,0.057466
44.6,2.93119,54.85,0.6083,,7.1,1.38,1.48,1.5399999999999998,1.65,19.1,19.55,YES,8.1569,14.7067,Lake and River,27,YES,0.075571
47.7,0.28005,40.06,0.8111,6.291,33.6,5.47,5.3999999999999995,5.64,5.859999999999999,18.2,30.83,NO,6.3528,13.3831,River,52,YES,0.042359
34.4,4.2228,35.21,0.8252,5.672,52.7,5.9,6.050000000000001,5.96,5.890000000000001,21.1,34.85,NO,6.244,11.817,None,26,YES,0.072558
45.7,0.40991,51.36,0.506,6.353,10.3,2.52,2.5,2.68,2.77,19.7,21.23,YES,9.7103,14.6909,None,57,YES,0.031269
38.3,5.24727,54.78,0.7287,5.826,51.7,7.84,7.62,7.81,7.63,18.3,28.81,YES,6.4914,11.3778,None,40,YES,0.055136
44.7,4.57017,33.02,0.6361,6.983,93.1,9.86,9.78,10.1,10.08,23.1,12.79,YES,8.8775,11.6609,Lake,27,YES,0.076552
43.7,3.70067,37.2,0.8401,6.197,15.0,9.51,9.53,9.51,9.72,18.8,12.09,NO,6.9656,13.504,Lake and River,40,YES,0.050324
304.6,0.11049,34.26,0.5079,5.722,77.6,2.77,2.95,2.78,2.94,22.3,15.29,NO,5.6963,13.8266,None,39,YES,0.063824
351.4,1.08346,40.44,0.7389,6.075,43.9,8.88,8.840000000000002,8.83,8.88,20.0,24.19,YES,5.0536,14.647,Lake,27,YES,0.042299
43.6,0.91596,43.51,0.7039,6.589,67.2,7.34,7.1,7.4799999999999995,6.75,19.2,24.51,NO,7.7213,11.024,Lake,50,YES,0.07452
41.5,1.3395,52.46,0.5477,5.905,29.7,5.08,5.09,5.0,4.95,20.7,12.4,YES,9.8789,13.99,Lake,48,YES,0.033137
39.8,0.27517,49.53,0.4683,5.724,20.2,5.87,5.89,6.07,5.74,23.6,6.4,NO,6.8457,13.6927,Lake,28,YES,0.081153
52.2,8.29185,48.63,0.7258,,20.2,8.65,8.69,8.42,8.450000000000001,20.7,22.87,YES,6.786,10.319,None,34,YES,0.041892
39.8,2.42098,40.57,0.7693,6.471,11.7,5.32,5.5,5.1000000000000005,5.34,23.3,6.23,YES,6.7205,11.9361,Lake,49,YES,0.082464
37.6,1.09379,55.24,0.5578,5.945,22.6,4.36,4.5600000000000005,4.5,4.28,18.9,21.09,YES,7.6027,11.4138,None,45,YES,0.051152
37.4,1.51742,44.14,0.7224,5.97,68.1,5.44,5.32,5.420000000000001,5.28,23.4,24.88,YES,7.2033,11.5225,None,29,YES,0.073361
40.1,1.77829,59.37,0.5976,6.462,88.8,6.21,6.09,6.12,6.0,19.7,25.12,NO,9.3996,14.9147,Lake,48,YES,0.049154
33.9,2.75333,49.02,0.7566,5.286,82.3,2.7,2.49,2.8800000000000003,2.56,22.7,26.86,YES,7.5276,13.2139,None,35,YES,0.084355
